script_id,imdb_id,character_from_script,closest_character_name_from_imdb_match,closest_imdb_character_id
2439,tt0022958,boy,bellboy,nm0498738
2439,tt0022958,chambermaid,chambermaid in room 174,nm0655605
2439,tt0022958,chauffeur,chauffeur,nm0908797
2439,tt0022958,clerk,clerk        (unconfirmed),nm0262833
2439,tt0022958,doctor,doctor otternschlag,nm0832011
2439,tt0022958,flaemmchen,flaemmchen - the stenographer,nm0001076
2439,tt0022958,gerstenkorn,gerstenkorn,nm0551222
2439,tt0022958,girl,young girl in lobby,nm0054060
2439,tt0022958,grusinskaya,grusinskaya - the dancer,nm0001256
2439,tt0022958,kringelein,otto kringelein,nm0000859
2439,tt0022958,manager,hotel manager,nm0203383
2439,tt0022958,meierheim,meierheim,nm0574743
2439,tt0022958,pimenov,pimenov,nm0332036
2439,tt0022958,preysing,general director preysing,nm0000891
2439,tt0022958,rohna,rohna,nm0175815
2439,tt0022958,schweimann,schweimann,nm0455706
2439,tt0022958,senf,senf - the porter,nm0380965
2439,tt0022958,suzette,suzette,nm0653188
2439,tt0022958,waitz,dr. waitz,nm0561693
2439,tt0022958,zinnowitz,zinnowitz,nm0695525
2440,tt0338075,attendant,gas station attendant,nm0324330
2440,tt0338075,bank manager,bank manager,nm0619563
2440,tt0338075,barbara,barbara,nm0000775
2440,tt0338075,barman,polyonax place barman,nm0565735
2440,tt0338075,clerk,mortuary clerk,nm0805587
2440,tt0338075,cop,uniform cop,nm0191672
2440,tt0338075,customer,bank customer,nm0143538
2440,tt0338075,doctor,doctor,nm0543019
2440,tt0338075,driver,truck driver,nm0930908
2440,tt0338075,expert,music expert,nm0012523
2440,tt0338075,girl,girl at joshua tree inn,nm1555713
2440,tt0338075,gram,gram parsons,nm0532683
2440,tt0338075,larry,larry oster-berg,nm0788335
2440,tt0338075,motorcycle cop,motorcycle cop,nm0195702
2440,tt0338075,nurse,nurse,nm0322325
2440,tt0338075,official,official,nm0846699
2440,tt0338075,phil,phil kaufman,nm0424216
2440,tt0338075,pj gambrell,p.j. gambrell,nm0709835
2440,tt0338075,reporter,reporter,nm0079612
2440,tt0338075,stanley,stanley parsons,nm0001233
2440,tt0338075,susie,susie,nm0005420
2440,tt0338075,traffic cop,traffic cop,nm0116465
2440,tt0338075,undertaker,undertaker,nm0476484
2441,tt0338075,attendant,gas station attendant,nm0324330
2441,tt0338075,bank manager,bank manager,nm0619563
2441,tt0338075,barbara,barbara,nm0000775
2441,tt0338075,barman,polyonax place barman,nm0565735
2441,tt0338075,clerk,mortuary clerk,nm0805587
2441,tt0338075,cop,uniform cop,nm0191672
2441,tt0338075,customer,bank customer,nm0143538
2441,tt0338075,doctor,doctor,nm0543019
2441,tt0338075,driver,truck driver,nm0930908
2441,tt0338075,expert,music expert,nm0012523
2441,tt0338075,girl,girl at joshua tree inn,nm1555713
2441,tt0338075,gram,gram parsons,nm0532683
2441,tt0338075,larry,larry oster-berg,nm0788335
2441,tt0338075,motorcycle cop,motorcycle cop,nm0195702
2441,tt0338075,nurse,nurse,nm0322325
2441,tt0338075,official,official,nm0846699
2441,tt0338075,phil,phil kaufman,nm0424216
2441,tt0338075,pj gambrell,p.j. gambrell,nm0709835
2441,tt0338075,reporter,reporter,nm0079612
2441,tt0338075,stanley,stanley parsons,nm0001233
2441,tt0338075,susie,susie,nm0005420
2441,tt0338075,traffic cop,traffic cop,nm0116465
2441,tt0338075,undertaker,undertaker,nm0476484
2442,tt0032551,agent,agent,nm0606343
2442,tt0032551,al,al,nm0925713
2442,tt0032551,al and rosasharn,rosasharn,nm0100758
2442,tt0032551,attendant,gas station attendant in bakersfield,nm0355334
2442,tt0032551,bert,bert,nm0878826
2442,tt0032551,bill,bill,nm0269524
2442,tt0032551,bookkeeper,bookkeeper,nm0768178
2442,tt0032551,caretaker,caretaker,nm0593372
2442,tt0032551,casy,jim casy,nm0001017
2442,tt0032551,clerk,clerk,nm0641254
2442,tt0032551,connie,connie,nm0703600
2442,tt0032551,cop,cop,nm0495285
2442,tt0032551,davis,davis,nm0035138
2442,tt0032551,deputy,deputy,nm0854888
2442,tt0032551,driver,driver,nm0045784
2442,tt0032551,first boy,boy,nm0106423
2442,tt0032551,floyd,floyd,nm0002116
2442,tt0032551,frank,frank,nm0400537
2442,tt0032551,fred,fred - trucker #2 at diner,nm0833340
2442,tt0032551,girl,girl in migrant camp,nm0167668
2442,tt0032551,guard,guard,nm0906022
2442,tt0032551,jackson,buck jackson - witness at dance,nm0179789
2442,tt0032551,joe,joe,nm0849579
2442,tt0032551,john,uncle john,nm0201227
2442,tt0032551,jule,jule - bouncer at dance,nm0054253
2442,tt0032551,leader,leader,nm0585481
2442,tt0032551,ma,ma joad,nm0002034
2442,tt0032551,mae,mae,nm0570468
2442,tt0032551,man,policeman,nm0000955
2442,tt0032551,migrant,migrant,nm0941657
2442,tt0032551,muley,muley bates,nm0702798
2442,tt0032551,noah,noah,nm0838412
2442,tt0032551,officer,inspection officer,nm0414038
2442,tt0032551,proprietor,proprietor,nm0909040
2442,tt0032551,ruthie,ruthie,nm0590189
2442,tt0032551,son,muley's son,nm0422435
2442,tt0032551,spencer,spencer,nm0392912
2442,tt0032551,thomas,thomas,nm0408184
2442,tt0032551,tim,tim,nm0269709
2442,tt0032551,tom,tom joad,nm0000020
2442,tt0032551,waitress,waitress,nm0747033
2442,tt0032551,wife,muley's wife,nm0550615
2442,tt0032551,wilkie,wilkie,nm0113184
2442,tt0032551,winfield and ruthie,winfield,nm0382718
2442,tt0032551,woman,woman,nm0799763
2444,tt0032551,agent,agent,nm0606343
2444,tt0032551,al,al,nm0925713
2444,tt0032551,bert,bert,nm0878826
2444,tt0032551,bill,bill,nm0269524
2444,tt0032551,bookkeeper,bookkeeper,nm0768178
2444,tt0032551,caretaker,caretaker,nm0593372
2444,tt0032551,casy,jim casy,nm0001017
2444,tt0032551,clerk,clerk,nm0641254
2444,tt0032551,connie,connie,nm0703600
2444,tt0032551,cop,cop,nm0495285
2444,tt0032551,davis,davis,nm0035138
2444,tt0032551,deputy,deputy,nm0854888
2444,tt0032551,driver,driver,nm0045784
2444,tt0032551,first boy,boy,nm0106423
2444,tt0032551,floyd,floyd,nm0002116
2444,tt0032551,frank,frank,nm0400537
2444,tt0032551,fred,fred - trucker #2 at diner,nm0833340
2444,tt0032551,girl,girl in migrant camp,nm0167668
2444,tt0032551,guard,guard,nm0906022
2444,tt0032551,joe,joe,nm0849579
2444,tt0032551,john,uncle john,nm0201227
2444,tt0032551,jule,jule - bouncer at dance,nm0054253
2444,tt0032551,leader,leader,nm0585481
2444,tt0032551,ma,ma joad,nm0002034
2444,tt0032551,mae,mae,nm0570468
2444,tt0032551,man,policeman,nm0000955
2444,tt0032551,migrant,migrant,nm0941657
2444,tt0032551,muley,muley bates,nm0702798
2444,tt0032551,noah,noah,nm0838412
2444,tt0032551,officer,inspection officer,nm0414038
2444,tt0032551,proprietor,proprietor,nm0909040
2444,tt0032551,rosasharn,rosasharn,nm0100758
2444,tt0032551,ruthie,ruthie,nm0590189
2444,tt0032551,son,muley's son,nm0422435
2444,tt0032551,spencer,spencer,nm0392912
2444,tt0032551,thomas,thomas,nm0408184
2444,tt0032551,tim,tim,nm0269709
2444,tt0032551,tom,tom joad,nm0000020
2444,tt0032551,wilkie,wilkie,nm0113184
2444,tt0032551,winfield,winfield,nm0382718
2444,tt0032551,woman,woman,nm0799763
2445,tt1454468,explore,explorer captain,nm1741430
2445,tt1454468,matt,matt kowalski,nm0000123
2445,tt1454468,missio,mission control,nm0000438
2445,tt1454468,ryan,ryan stone,nm0000113
2445,tt1454468,shariff,shariff,nm2060857
2447,tt1454468,explore,explorer captain,nm1741430
2447,tt1454468,matt,matt kowalski,nm0000123
2447,tt1454468,missio,mission control,nm0000438
2447,tt1454468,ryan,ryan stone,nm0000113
2447,tt1454468,shariff,shariff,nm2060857
2449,tt0120689,bill,wild bill' wharton,nm0005377
2449,tt0120689,bitterbuck,arlen bitterbuck,nm0001295
2449,tt0120689,brutal,brutus 'brutal' howell,nm0001556
2449,tt0120689,burt,burt hammersmith,nm0000641
2449,tt0120689,coffey,john coffey,nm0003817
2449,tt0120689,cynthia,cynthia hammersmith,nm0802019
2449,tt0120689,dean,dean stanton,nm0001608
2449,tt0120689,del,eduard delacroix,nm0005052
2449,tt0120689,earl,earl the plumber,nm0336029
2449,tt0120689,elaine,elaine connelly,nm0107573
2449,tt0120689,hal,warden hal moores,nm0000342
2449,tt0120689,harry,harry terwilliger,nm0218810
2449,tt0120689,howie,howie detterick,nm0412325
2449,tt0120689,jan,jan edgecomb,nm0001372
2449,tt0120689,klaus,klaus detterick,nm0006669
2449,tt0120689,man,man in nursing home,nm0850847
2449,tt0120689,marjorie,marjorie detterick,nm0539155
2449,tt0120689,melinda,melinda moores,nm0165101
2449,tt0120689,orderly,orderly hector,nm0587183
2449,tt0120689,percy,percy wetmore,nm0006535
2449,tt0120689,toot,toot-toot,nm0001765
2449,tt0120689,ul,paul edgecomb,nm0000158
2451,tt0087363,barney,barney,nm1203626
2451,tt0087363,billy peltzer,billy peltzer,nm0002090
2451,tt0087363,brent,deputy brent,nm0052186
2451,tt0087363,ca,man in telephone booth glancing at camera,nm0000025
2451,tt0087363,dorry dougal,dorry,nm0004231
2451,tt0087363,gremlins,gremlins,nm0357090
2451,tt0087363,lynn,lynn peltzer,nm0564589
2451,tt0087363,m,grandfather (mr. wing),nm0525601
2451,tt0087363,pete,pete fountaine,nm0000397
2451,tt0087363,rand,randall peltzer,nm0001924
2451,tt0087363,roy hanson,roy hanson,nm0877270
2451,tt0087363,sheriff frank lucia,sheriff frank,nm0103722
2451,tt0087363,the ymcas fron burs,ron,nm0245000
2453,tt0099700,announcers,announcer,nm0743719
2453,tt0099700,assistant,forster's assistant,nm0841811
2453,tt0099700,billy,billy peltzer,nm0002090
2453,tt0099700,cameraman,tv cameraman,nm0199947
2453,tt0099700,clamp,daniel clamp,nm0001278
2453,tt0099700,cop,cop,nm0752545
2453,tt0099700,cu,yogurt customer,nm0000025
2453,tt0099700,daffy,daffy duck,nm0074797
2453,tt0099700,director,grandpa fred director,nm0001102
2453,tt0099700,elevato,lady at elevator,nm0173299
2453,tt0099700,f,grandpa fred,nm0698764
2453,tt0099700,fi,fire chief,nm0135306
2453,tt0099700,fireman,fireman,nm0926086
2453,tt0099700,forster,forster,nm0000585
2453,tt0099700,gizmo,gizmo,nm0005177
2453,tt0099700,gremlin,brain gremlin,nm0709704
2453,tt0099700,gremlins 2,gremlins,nm0230301
2453,tt0099700,guard,clamp center security guard,nm0239958
2453,tt0099700,guide,tour guide #1,nm0360305
2453,tt0099700,i1a,forster's technician,nm0936011
2453,tt0099700,j,mr. katsuji,nm0913797
2453,tt0099700,kate,kate beringer,nm0000121
2453,tt0099700,lewis,lewis,nm0822734
2453,tt0099700,marge,microwave marge,nm0293466
2453,tt0099700,marla,marla bloodstone,nm0606584
2453,tt0099700,martin,martin,nm0822739
2453,tt0099700,messenger,messenger,nm0190441
2453,tt0099700,mr wing,mr. wing,nm0525601
2453,tt0099700,newsstand lady,newsstand lady,nm0536658
2453,tt0099700,peggy 110,peggy,nm0842140
2453,tt0099700,projectionist,projectionist,nm0864851
2453,tt0099700,reporter,tv reporter,nm0758981
2453,tt0099700,sheila,sheila futterman,nm0430604
2453,tt0099700,supervisor,clamp center surveillance supervisor,nm0841697
2453,tt0099700,tax,taxi driver,nm0080891
2453,tt0099700,tterman,murray futterman,nm0588241
2453,tt0099700,wally,wally,nm0625739
2453,tt0099700,x,alex the yogurt jerk,nm0696320
2453,tt0099700,yogurt jerk i,yogurt jerk,nm0222912
2455,tt0099703,bobo,bobo justus,nm0385757
2455,tt0099703,clerk,arizona motel clerk,nm0062844
2455,tt0099703,cole,cole,nm0000687
2455,tt0099703,cop,cop,nm0390259
2455,tt0099703,doctor,doctor,nm0056310
2455,tt0099703,drunk,drunk,nm0675114
2455,tt0099703,friend,drunk's friend,nm0340973
2455,tt0099703,hebbing,gloucester hebbing,nm0621008
2455,tt0099703,irv,irv,nm0489644
2455,tt0099703,jeweler,jeweler,nm0864997
2455,tt0099703,lilly,lilly dillon,nm0001378
2455,tt0099703,maid,maid,nm0812944
2455,tt0099703,man,sailor - freshman,nm0005315
2455,tt0099703,mintz,mintz,nm0428008
2455,tt0099703,myra,myra langtry,nm0000906
2455,tt0099703,pierson,lt. pierson,nm0075359
2455,tt0099703,receptionist,receptionist 1,nm0135565
2455,tt0099703,roy,roy dillon,nm0000131
2455,tt0099703,simms,simms,nm0428216
2455,tt0099703,waitress,waitress,nm0580526
2456,tt0099703,bobo,bobo justus,nm0385757
2456,tt0099703,clerk,arizona motel clerk,nm0062844
2456,tt0099703,cole,cole,nm0000687
2456,tt0099703,cop,cop,nm0390259
2456,tt0099703,doctor,doctor,nm0056310
2456,tt0099703,drunk,drunk,nm0675114
2456,tt0099703,hebbing,gloucester hebbing,nm0621008
2456,tt0099703,irv,irv,nm0489644
2456,tt0099703,jeweler,jeweler,nm0864997
2456,tt0099703,lilly,lilly dillon,nm0001378
2456,tt0099703,maid,maid,nm0812944
2456,tt0099703,man,sailor - freshman,nm0005315
2456,tt0099703,mintz,mintz,nm0428008
2456,tt0099703,myra,myra langtry,nm0000906
2456,tt0099703,pierson,lt. pierson,nm0075359
2456,tt0099703,roy,roy dillon,nm0000131
2456,tt0099703,simms,simms,nm0428216
2456,tt0099703,waitress,waitress,nm0580526
2457,tt0119229,amy,amy,nm0193639
2457,tt0119229,arlene,arlene,nm0457389
2457,tt0119229,bob,bob destepello,nm0191044
2457,tt0119229,carl,ultimart carl,nm0852306
2457,tt0119229,dan,dan koretzky,nm0222584
2457,tt0119229,debi,debi newberry,nm0000378
2457,tt0119229,dr oatman,dr. oatman,nm0000273
2457,tt0119229,felix,felix la pubelle,nm0882054
2457,tt0119229,grocer,grocer,nm0000101
2457,tt0119229,husky man,husky man,nm0694043
2457,tt0119229,ken,ken,nm0415070
2457,tt0119229,lardner,steven lardner,nm0000279
2457,tt0119229,marcella,marcella,nm0000349
2457,tt0119229,martin,martin q. blank,nm0000131
2457,tt0119229,mary,mary blank,nm0364455
2457,tt0119229,mccullers,kenneth mccullers,nm0293461
2457,tt0119229,nurse,nurse,nm0735313
2457,tt0119229,terry,terry rostand,nm0684336
2457,tt0119229,waitress,melanie the waitress,nm0861265
2458,tt0107048,bartender,bartender,nm0914485
2458,tt0107048,buster,buster,nm0236519
2458,tt0107048,cop,cop,nm0783295
2458,tt0107048,doris,doris the waitress,nm0241208
2458,tt0107048,estant,herself - 'jeopardy!' contestant,nm0292326
2458,tt0107048,fred,fred,nm0788335
2458,tt0107048,gus,gus,nm0239958
2458,tt0107048,larry,larry,nm0254402
2458,tt0107048,man,anchorwoman,nm0084627
2458,tt0107048,mrs lancaster,mrs. lancaster,nm0665708
2458,tt0107048,nancy,nancy,nm0313882
2458,tt0107048,ned,ned,nm0864997
2458,tt0107048,neurologist,neurologist,nm0000601
2458,tt0107048,nurse,e.r. nurse,nm0789692
2458,tt0107048,off,groundhog official,nm0783263
2458,tt0107048,phil,phil,nm0000195
2458,tt0107048,reporters,reporter,nm0214882
2458,tt0107048,rita,rita,nm0000510
2458,tt0107048,teacher,piano teacher,nm0388395
2458,tt0107048,v ralph,ralph,nm0653959
2458,tt0107048,waiter,waiter bill,nm0376812
2459,tt0107048,bartender,bartender,nm0914485
2459,tt0107048,buster,buster,nm0236519
2459,tt0107048,cop,cop,nm0783295
2459,tt0107048,doris,doris the waitress,nm0241208
2459,tt0107048,estant,herself - 'jeopardy!' contestant,nm0292326
2459,tt0107048,fred,fred,nm0788335
2459,tt0107048,gus,gus,nm0239958
2459,tt0107048,larry,larry,nm0254402
2459,tt0107048,mrs lancaster,mrs. lancaster,nm0665708
2459,tt0107048,nancy,nancy,nm0313882
2459,tt0107048,ned,ned,nm0864997
2459,tt0107048,nurse,e.r. nurse,nm0789692
2459,tt0107048,phil,phil,nm0000195
2459,tt0107048,ralph,ralph,nm0653959
2459,tt0107048,rita,rita,nm0000510
2459,tt0107048,teacher,piano teacher,nm0388395
2459,tt0107048,waiter,waiter bill,nm0376812
2459,tt0107048,woman,anchorwoman,nm0084627
2460,tt0391198,alex,alex,nm0001646
2460,tt0391198,coworker,peter's co-worker,nm1100724
2460,tt0391198,doug,doug,nm0004736
2460,tt0391198,emma,emma,nm0951471
2460,tt0391198,guard,guard,nm0605676
2460,tt0391198,igarashi,igarashi,nm0559588
2460,tt0391198,jennifer,jennifer,nm0245112
2460,tt0391198,karen,karen,nm0001264
2460,tt0391198,maria,maria,nm0087726
2460,tt0391198,matthew jennifer,matthew,nm0544611
2460,tt0391198,nakagawa,nakagawa,nm0410903
2460,tt0391198,peter,peter,nm0000597
2460,tt0391198,susan,susan,nm0834380
2460,tt0391198,suzuki,suzuki,nm1745376
2460,tt0391198,yoko,yoko,nm1536988
2461,tt0391198,alex,alex,nm0001646
2461,tt0391198,coworker,peter's co-worker,nm1100724
2461,tt0391198,doug,doug,nm0004736
2461,tt0391198,emma,emma,nm0951471
2461,tt0391198,igarashi,igarashi,nm0559588
2461,tt0391198,jennifer,jennifer,nm0245112
2461,tt0391198,karen,karen,nm0001264
2461,tt0391198,maria,maria,nm0087726
2461,tt0391198,matthew jennifer,matthew,nm0544611
2461,tt0391198,nakagawa,nakagawa,nm0410903
2461,tt0391198,peter,peter,nm0000597
2461,tt0391198,susan,susan,nm0834380
2461,tt0391198,yoko,yoko,nm1536988
2462,tt0113243,agent,agent dick gill,nm0682495
2462,tt0113243,blade,blade,nm0453637
2462,tt0113243,cereal,cereal,nm0000498
2462,tt0113243,curtis,curtis,nm0114995
2462,tt0113243,dade,dade,nm0001538
2462,tt0113243,girl,hot girl,nm0597755
2462,tt0113243,guard,ellingson guard,nm0162046
2462,tt0113243,hal,hal,nm0422710
2462,tt0113243,hank,addict hank,nm0407621
2462,tt0113243,joey,joey,nm0103038
2462,tt0113243,joeys mom,joey's mom,nm0692311
2462,tt0113243,judge,judge,nm0956538
2462,tt0113243,kate,kate,nm0001401
2462,tt0113243,margo,margo,nm0000966
2462,tt0113243,nikon,nikon,nm0556808
2462,tt0113243,norm,norm,nm0560880
2462,tt0113243,phreak,phreak,nm0763632
2462,tt0113243,phreaks mom,phreak's mom,nm0862721
2462,tt0113243,plague,the plague,nm0001770
2462,tt0113243,razor,razor,nm0497102
2462,tt0113243,reporter,reporter,nm0723452
2462,tt0113243,sysop,1st sysop technician,nm0616754
2462,tt0113243,teacher,teacher,nm1367593
2462,tt0113243,truck,tow truck driver,nm0693446
2462,tt0113243,vickie,addict vickie,nm0492496
2462,tt0113243,virus,da vinci virus,nm0432690
2463,tt0113243,agent,agent dick gill,nm0682495
2463,tt0113243,blade,blade,nm0453637
2463,tt0113243,cereal,cereal,nm0000498
2463,tt0113243,curtis,curtis,nm0114995
2463,tt0113243,dade,dade,nm0001538
2463,tt0113243,girl,hot girl,nm0597755
2463,tt0113243,hal,hal,nm0422710
2463,tt0113243,joey,joey,nm0103038
2463,tt0113243,joeys mom,joey's mom,nm0692311
2463,tt0113243,judge,judge,nm0956538
2463,tt0113243,kate,kate,nm0001401
2463,tt0113243,margo,margo,nm0000966
2463,tt0113243,nikon,nikon,nm0556808
2463,tt0113243,norm,norm,nm0560880
2463,tt0113243,phreak,phreak,nm0763632
2463,tt0113243,plague,the plague,nm0001770
2463,tt0113243,razor,razor,nm0497102
2463,tt0113243,reporter,reporter,nm0723452
2463,tt0113243,teacher,teacher,nm1367593
2463,tt0113243,virus,da vinci virus,nm0432690
2464,tt0113243,agent,agent dick gill,nm0682495
2464,tt0113243,blade,blade,nm0453637
2464,tt0113243,cereal,cereal,nm0000498
2464,tt0113243,curtis,curtis,nm0114995
2464,tt0113243,dade,dade,nm0001538
2464,tt0113243,girl,hot girl,nm0597755
2464,tt0113243,hal,hal,nm0422710
2464,tt0113243,joey,joey,nm0103038
2464,tt0113243,joeys mom,joey's mom,nm0692311
2464,tt0113243,judge,judge,nm0956538
2464,tt0113243,kate,kate,nm0001401
2464,tt0113243,margo,margo,nm0000966
2464,tt0113243,nikon,nikon,nm0556808
2464,tt0113243,norm,norm,nm0560880
2464,tt0113243,phreak,phreak,nm0763632
2464,tt0113243,plague,the plague,nm0001770
2464,tt0113243,razor,razor,nm0497102
2464,tt0113243,reporter,reporter,nm0723452
2464,tt0113243,teacher,teacher,nm1367593
2464,tt0113243,virus,da vinci virus,nm0432690
2465,tt0480687,aunt meg,aunt meg,nm0136985
2465,tt0480687,boshane,boshane,nm0614181
2465,tt0480687,bouncer,bouncer,nm0930712
2465,tt0480687,coakley,coakley,nm0420955
2465,tt0480687,cop #1,lake cop #1,nm5080930
2465,tt0480687,doctor,doctor,nm2177253
2465,tt0480687,dr lucy,dr. lucy,nm0066877
2465,tt0480687,emma,emma,nm4069613
2465,tt0480687,flats,flats,nm1356578
2465,tt0480687,fred,fred,nm0837177
2465,tt0480687,gary,gary,nm0580351
2465,tt0480687,gerry,gerry,nm0388382
2465,tt0480687,grace,grace,nm0000775
2465,tt0480687,gunnar,gunnar,nm3978751
2465,tt0480687,harold goldberg,harold goldberg,nm4312909
2465,tt0480687,hoghead,hog-head,nm0132660
2465,tt0480687,ige,paige,nm1275259
2465,tt0480687,leigh,leigh,nm1764351
2465,tt0480687,maggie,maggie,nm0278979
2465,tt0480687,maggies father,maggie's father,nm1549053
2465,tt0480687,missy frankenfield,missy,nm0029502
2465,tt0480687,ranger,golf ranger,nm0200420
2465,tt0480687,rick,rick,nm0005562
2465,tt0480687,rick coleman,rick coleman,nm0858573
2465,tt0480687,woman,20-something woman,nm1988328
2465,tt0480687,young korean woman,young korean woman,nm2715182
2468,tt0448157,aaron,aaron,nm2052567
2468,tt0448157,cop,female cop,nm1650895
2468,tt0448157,fireman,fireman,nm1964492
2468,tt0448157,girl,girl at bus bench,nm1879319
2468,tt0448157,hancock,john hancock,nm0000226
2468,tt0448157,holly,hollywood punk,nm3060630
2468,tt0448157,man,man mountain,nm0559869
2468,tt0448157,mary,mary,nm0000234
2468,tt0448157,news,news reporter,nm3068663
2468,tt0448157,officer,lapd officer,nm1778091
2468,tt0448157,reporter,reporter,nm0654014
2468,tt0448157,woman,woman in dive bar,nm3049326
2469,tt1119646,alan,alan,nm0302108
2469,tt1119646,black doug,black doug,nm0258402
2469,tt1119646,doug,doug,nm0058581
2469,tt1119646,man,woman in elevator,nm2818718
2469,tt1119646,minister,minister,nm3444395
2469,tt1119646,stu,stu,nm1159180
2469,tt1119646,tracy,tracy,nm0056936
2469,tt1119646,vick delicately laying cash inside his duffel bag,sid,nm0001787
2469,tt1119646,waiter,wedding waiter,nm1239110
2469,tt1119646,we you neeco,neeco,nm0885018
2470,tt0993842,bob,bob,nm0083307
2470,tt0993842,burton,burton,nm1820980
2470,tt0993842,erik,erik heller,nm0051509
2470,tt0993842,false marissa,false marissa,nm1890784
2470,tt0993842,felicianos friend,feliciano,nm2024943
2470,tt0993842,hanna,hanna,nm1519680
2470,tt0993842,head o,head of ops,nm0539094
2470,tt0993842,hotel owner,moroccan hotel owner,nm0538051
2470,tt0993842,isaacs,isaacs,nm0390903
2470,tt0993842,katrin,katrin zadek,nm0728751
2470,tt0993842,knepfler,knepfler,nm0943487
2470,tt0993842,lewis,lewis,nm3025293
2470,tt0993842,marissa wiegler,marissa wiegler,nm0000949
2470,tt0993842,miles,miles,nm4381803
2470,tt0993842,monitor,monitor,nm0388243
2470,tt0993842,rachel,rachel,nm0931404
2470,tt0993842,seb,sebastian,nm0002076
2470,tt0993842,sophie,sophie,nm1875238
2470,tt0993842,walt,walt,nm2474916
2472,tt0091167,april,april,nm0000402
2472,tt0091167,carol,carol,nm0322306
2472,tt0091167,children,hannah's children,nm0268522
2472,tt0091167,david,david,nm0001832
2472,tt0091167,dr abel,dr. abel,nm0923840
2472,tt0091167,dr brooks,dr. brooks,nm0208401
2472,tt0091167,dr grey,dr. grey,nm0577329
2472,tt0091167,dr smith,dr. smith,nm0772842
2472,tt0091167,dr wilkes,dr. wilkes,nm0420955
2472,tt0091167,dusty,dusty,nm0827663
2472,tt0091167,elliot,elliot,nm0000323
2472,tt0091167,evan,evan,nm0634313
2472,tt0091167,evan norma,norma,nm0001577
2472,tt0091167,father flynn,father flynn,nm0182690
2472,tt0091167,female brunch guest,brunch guest,nm0448373
2472,tt0091167,frederick,frederick,nm0001884
2472,tt0091167,gail,gail,nm0001413
2472,tt0091167,hannah and he,hannah,nm0001201
2472,tt0091167,holly,holly,nm0001848
2472,tt0091167,krishna leader,krishna,nm0352164
2472,tt0091167,larry,larry,nm0166061
2472,tt0091167,lee,lee,nm0001347
2472,tt0091167,man,manon lescaut,nm0157018
2472,tt0091167,mary,mary,nm0000506
2472,tt0091167,mavis,mavis,nm0387754
2472,tt0091167,mickey,mickey,nm0000095
2472,tt0091167,mother,mickey's mother,nm0588464
2472,tt0091167,ron,ron,nm0535865
2472,tt0091167,the 39 steps,vocalist in the 39 steps,nm3682310
2472,tt0091167,ul,paul,nm0085400
2472,tt0091167,writer,writer,nm0001806
2474,tt0091167,april,april,nm0000402
2474,tt0091167,carol,carol,nm0322306
2474,tt0091167,children,hannah's children,nm0268522
2474,tt0091167,david,david,nm0001832
2474,tt0091167,dr abel,dr. abel,nm0923840
2474,tt0091167,dr brooks,dr. brooks,nm0208401
2474,tt0091167,dr grey,dr. grey,nm0577329
2474,tt0091167,dr smith,dr. smith,nm0772842
2474,tt0091167,dr wilkes,dr. wilkes,nm0420955
2474,tt0091167,dusty,dusty,nm0827663
2474,tt0091167,elliot,elliot,nm0000323
2474,tt0091167,evan,evan,nm0634313
2474,tt0091167,evan norma,norma,nm0001577
2474,tt0091167,father flynn,father flynn,nm0182690
2474,tt0091167,female brunch guest,brunch guest,nm0448373
2474,tt0091167,frederick,frederick,nm0001884
2474,tt0091167,gail,gail,nm0001413
2474,tt0091167,hannah,hannah,nm0001201
2474,tt0091167,holly,holly,nm0001848
2474,tt0091167,krishna leader,krishna,nm0352164
2474,tt0091167,larry,larry,nm0166061
2474,tt0091167,lee,lee,nm0001347
2474,tt0091167,mickey,mickey,nm0000095
2474,tt0091167,mother,mickey's mother,nm0588464
2474,tt0091167,ron,ron,nm0535865
2474,tt0091167,the 39 steps,vocalist in the 39 steps,nm3682310
2474,tt0091167,ul,paul,nm0085400
2474,tt0091167,writer,writer,nm0001806
2475,tt0212985,agent,fbi agent pearsall,nm0028625
2475,tt0212985,brigham,special agent john brigham,nm0789918
2475,tt0212985,cordell,dr. cordell doemling,nm0411964
2475,tt0212985,drumgo,evelda drumgo,nm0329091
2475,tt0212985,hannibal,hannibal lecter,nm0000164
2475,tt0212985,krendler,paul krendler,nm0000501
2475,tt0212985,man,upscale business man,nm0146268
2475,tt0212985,nurse,nurse barney,nm0265670
2475,tt0212985,officer,officer bolton,nm0785352
2475,tt0212985,ricci,ricci,nm0173321
2475,tt0212985,sogliato,sogliato,nm0726403
2475,tt0212985,starling,clarice starling,nm0000194
2475,tt0212985,tea,swat team leader,nm0002756
2475,tt0212985,technician,verger's fingerprint technician,nm0264857
2475,tt0212985,verger,mason verger,nm0000198
2475,tt0212985,zzi,insp. rinaldo pazzi,nm0316284
2477,tt0212985,agent,fbi agent pearsall,nm0028625
2477,tt0212985,brigham,special agent john brigham,nm0789918
2477,tt0212985,cordell,dr. cordell doemling,nm0411964
2477,tt0212985,drumgo,evelda drumgo,nm0329091
2477,tt0212985,hannibal,hannibal lecter,nm0000164
2477,tt0212985,krendler,paul krendler,nm0000501
2477,tt0212985,man,upscale business man,nm0146268
2477,tt0212985,nurse,nurse barney,nm0265670
2477,tt0212985,officer,officer bolton,nm0785352
2477,tt0212985,ricci,ricci,nm0173321
